TP9,AF7,AF8,TP10,Right AUX,wordClass
39.062,35.156,37.109,22.949,77.148,65
54.688,27.832,32.715,51.758,56.152,141
43.945,31.25,27.344,35.645,57.129,141
20.508,34.668,31.738,2.93,18.555,141
21.973,31.738,28.320,9.766,6.836,141
48.828,26.855,21.973,49.805,13.184,141
43.457,30.762,28.320,45.41,39.551,141
18.066,33.203,32.227,9.766,37.598,141
16.602,32.715,27.344,6.348,17.09,141
44.922,33.691,28.320,44.434,59.57,141
51.27,32.227,27.344,56.152,23.438,141
18.066,32.227,24.902,15.137,-18.066,141
7.324,28.32,28.320,0.0,37.598,141
26.855,25.879,28.809,26.367,23.926,141
40.527,27.832,27.344,44.922,28.809,141
20.02,29.297,29.297,17.09,40.527,141
2.441,31.25,27.832,-7.812,4.883,141
17.578,28.809,25.391,12.695,65.918,141
45.41,30.273,26.367,55.664,48.34,141
28.809,33.691,31.250,41.504,5.859,141
8.789,35.645,34.180,-4.395,13.672,141
26.367,33.691,36.133,2.93,-53.223,141
44.922,29.297,32.227,44.434,-44.922,141
49.805,36.133,33.203,55.176,-6.348,141
22.949,36.621,36.621,20.508,22.461,141
7.812,27.832,29.785,2.441,-32.715,141
36.133,28.809,21.973,32.227,-21.973,141
41.504,33.203,18.555,45.41,-8.301,141
17.09,32.715,27.344,12.695,-47.363,141
10.254,30.762,35.156,-2.93,-52.734,141
29.785,30.273,28.320,24.902,-45.898,141
47.363,29.785,22.949,52.246,47.363,141
28.32,32.715,28.809,26.855,74.219,141
8.301,36.133,30.762,-8.789,96.191,141
16.113,34.668,34.180,14.648,97.168,141
42.969,28.809,29.785,58.105,34.668,141
32.227,30.762,25.879,32.715,12.207,141
11.23,34.668,34.668,-2.93,29.785,141
19.531,37.109,40.527,4.395,30.273,141
40.039,33.203,33.203,42.48,58.594,141
39.551,30.273,30.273,41.504,62.5,141
14.16,32.227,40.039,-0.488,-18.555,141
18.555,38.086,41.992,5.371,-27.832,141
39.062,35.156,31.738,39.062,52.246,141
48.34,32.227,27.832,54.199,39.062,141
28.809,32.227,30.273,17.578,-22.461,141
10.254,31.25,30.762,-14.16,-37.598,141
25.879,30.762,32.715,20.996,-2.93,141
53.711,31.25,29.297,56.152,31.25,141
39.062,33.691,31.738,28.809,6.348,141
15.137,31.738,37.598,0.977,31.25,141
27.832,35.645,33.203,19.531,47.852,141
52.246,38.086,29.297,52.246,56.152,141
41.992,30.762,31.738,36.621,87.891,138
13.672,29.297,30.273,-0.488,108.887,138
19.043,31.25,32.227,4.395,40.039,138
41.016,30.762,29.785,32.715,12.695,138
38.574,29.785,27.832,35.645,77.148,138
18.066,31.738,35.645,6.348,65.43,138
12.695,31.738,37.598,-7.324,33.203,138
38.574,31.25,29.297,28.809,24.414,138
59.082,38.574,33.691,58.105,98.145,138
36.133,37.598,39.551,24.414,100.586,138
9.766,30.762,26.855,-6.348,48.34,138
23.926,33.691,22.949,13.672,45.898,138
45.898,34.18,23.926,46.387,60.059,138
33.203,35.645,30.762,33.691,19.531,138
17.578,37.598,36.133,1.465,20.02,138
25.391,33.691,28.320,7.324,64.941,138
49.805,32.227,23.438,49.805,3.418,138
49.316,35.645,32.227,48.34,-26.367,138
25.879,38.086,36.133,6.348,-37.598,138
23.438,37.598,34.180,7.324,15.625,138
40.527,28.32,36.133,39.062,101.562,138
45.898,27.832,32.227,43.945,66.406,138
31.25,34.18,27.832,14.16,-2.441,138
24.414,32.715,28.809,4.395,-28.32,138
46.387,28.809,26.367,36.621,-32.715,138
54.199,29.785,25.879,54.199,57.129,138
22.461,38.086,34.668,19.043,62.988,138
6.348,35.645,33.203,-6.836,55.176,138
21.973,27.344,22.949,11.719,34.668,138
41.992,26.855,21.484,48.34,-31.25,138
28.32,26.367,21.973,24.902,34.668,138
3.906,29.297,29.785,-17.09,42.969,138
6.348,31.25,29.297,0.0,24.902,138
35.156,28.809,24.414,52.246,31.738,138
36.133,29.785,27.344,47.363,26.855,138
13.184,34.668,30.273,3.906,-0.488,138
8.301,32.715,28.809,-7.324,-25.879,138
30.762,30.273,22.949,37.109,15.137,138
45.898,33.691,28.809,63.965,60.059,138
25.391,36.621,31.250,16.113,50.781,138
17.09,35.645,34.668,-5.371,-20.02,138
30.762,30.762,30.273,23.926,-25.879,138
41.504,27.344,20.020,47.363,27.344,138
24.902,28.809,24.902,14.648,56.641,138
6.836,30.273,25.879,-15.137,-18.555,138
23.438,29.297,24.414,13.672,-1.465,138
46.875,24.902,24.902,52.246,74.219,138
39.551,31.738,30.273,40.039,35.156,138
13.672,33.203,34.180,-0.977,3.906,138
14.16,24.414,28.809,-1.953,-4.395,138
42.48,26.367,23.438,44.922,50.781,138
42.969,29.785,21.484,42.48,112.793,138
14.648,32.227,24.414,0.0,47.852,12
13.672,33.203,27.344,-7.812,-20.02,12
36.621,28.32,19.531,20.508,21.484,12
45.898,30.762,18.066,37.598,55.664,12
18.066,34.18,25.879,0.977,44.922,12
-3.418,27.832,25.879,-26.855,14.16,12
22.461,27.344,19.043,8.789,-24.902,12
53.223,30.273,20.020,47.363,-11.719,12
34.18,28.809,24.414,18.555,31.738,12
14.648,29.297,26.367,-15.137,-8.301,12
21.484,27.344,28.809,-1.953,7.812,12
35.156,24.414,25.391,38.574,60.547,12
27.832,26.855,27.344,37.109,-22.461,12
9.277,29.785,31.738,0.977,-8.301,12
16.113,31.25,28.809,0.488,16.113,12
40.527,28.32,24.414,40.527,28.809,12
47.363,33.203,33.691,48.34,113.281,12
24.414,34.18,37.109,2.441,66.406,12
14.648,29.297,25.879,-6.836,30.762,12
42.48,34.18,23.438,36.133,80.078,12
54.199,30.762,26.855,54.199,78.613,12
24.414,29.297,30.273,23.438,43.945,12
11.719,32.227,30.762,1.953,-6.348,12
34.668,30.762,29.785,21.973,10.254,12
58.105,31.25,29.785,57.617,91.309,12
41.504,36.133,35.156,32.715,60.547,12
17.578,37.109,35.156,-9.277,57.617,12
25.391,33.691,32.715,7.324,68.359,12
48.828,30.273,32.227,46.387,54.199,12
44.434,32.227,34.668,39.062,72.754,12
22.949,36.133,36.621,3.906,36.621,12
25.391,36.621,30.273,3.906,9.766,12
48.828,31.25,27.832,41.016,41.992,12
52.246,26.367,31.250,50.781,68.359,12
24.414,37.109,28.809,9.277,25.391,12
13.672,35.156,29.785,-0.488,-21.973,12
35.645,23.926,29.297,33.691,4.883,12
58.594,28.32,31.738,59.082,54.688,12
37.109,28.32,31.738,23.926,19.531,12
13.672,33.203,24.414,-13.184,25.391,12
27.344,36.621,21.484,11.23,62.988,12
47.852,29.297,21.973,47.363,43.457,12
29.785,26.855,26.367,29.297,2.441,12
5.371,29.297,27.344,0.0,33.203,12
17.578,26.855,27.832,11.23,-4.883,12
43.945,28.32,25.879,44.922,-74.219,12
40.527,32.715,29.785,45.41,-2.441,12
12.695,34.18,32.227,4.395,43.945,12
14.16,34.18,30.762,0.0,-17.09,12
38.574,30.273,31.250,42.48,-27.832,12
44.434,32.227,28.320,59.082,30.273,12
19.531,35.156,31.738,20.996,36.133,88
7.324,30.762,33.203,1.953,7.324,88
25.391,25.391,27.344,29.785,-20.996,88
42.48,28.809,27.832,53.711,54.688,88
29.297,32.715,31.250,30.762,85.938,88
16.113,34.668,32.715,6.348,60.059,88
31.25,33.691,33.203,28.32,41.504,88
49.316,26.855,27.832,63.965,23.926,88
42.48,32.715,25.879,43.945,5.371,88
18.555,36.133,27.344,0.488,15.137,88
26.855,37.109,26.367,9.766,32.227,88
60.059,37.109,24.902,53.711,-6.348,88
57.129,35.156,26.367,53.711,1.953,88
30.273,37.598,25.879,13.672,12.207,88
27.832,34.18,26.367,2.93,68.359,88
55.176,28.809,28.809,42.969,76.66,88
62.988,28.32,27.832,62.5,29.297,88
37.109,31.25,31.738,22.949,52.246,88
28.32,33.203,31.738,2.93,6.836,88
42.969,31.738,25.391,31.738,-35.156,88
60.059,31.738,25.391,60.547,-0.488,88
41.504,34.668,28.809,31.25,3.418,88
9.766,30.762,23.438,-8.789,0.977,88
19.531,27.832,23.926,5.859,-6.348,88
47.852,26.367,23.926,41.992,39.062,88
38.086,24.902,24.902,31.25,10.742,88
11.23,28.809,31.250,-6.348,-31.738,88
7.812,28.32,30.762,-4.395,9.766,88
33.691,24.902,24.414,33.691,9.277,88
35.156,30.762,28.320,37.598,41.016,88
5.371,37.109,33.691,-4.395,96.68,88
2.93,33.691,30.762,-14.16,56.152,88
26.367,28.32,24.414,21.484,17.09,88
34.668,28.32,23.926,40.039,66.895,88
11.23,32.227,32.227,7.812,70.801,88
-3.418,31.25,34.180,-16.602,-29.297,88
18.555,25.879,31.738,13.184,-40.039,88
46.875,29.785,35.156,57.617,70.312,88
27.344,32.227,31.250,32.227,90.332,88
3.418,28.809,26.855,-8.301,80.566,88
19.531,33.691,29.785,9.277,81.543,88
44.922,31.738,26.367,48.34,55.664,88
41.504,30.762,28.320,39.551,20.996,88
18.555,36.133,31.250,5.859,35.156,88
20.508,36.133,29.785,7.324,52.246,88
44.434,30.762,24.902,39.551,35.645,88
50.293,28.809,25.391,50.781,17.09,88
23.926,34.668,30.762,14.648,6.836,88
14.648,34.18,30.273,1.953,-1.465,88
39.062,31.738,23.926,34.668,60.547,88
57.129,34.668,23.926,58.105,51.27,88
34.668,35.645,29.785,25.879,61.035,6
17.09,32.227,29.297,-3.906,89.355,6
34.18,27.832,28.320,19.531,57.129,6
54.199,32.715,33.691,51.758,18.555,6
36.133,30.273,33.691,27.344,49.316,6
9.766,24.902,28.809,-11.23,73.73,6
14.16,25.391,30.762,2.441,-11.23,6
39.062,26.367,29.785,44.434,5.859,6
38.086,30.762,29.785,39.062,55.176,6
12.695,30.273,38.086,4.395,28.32,6
11.719,28.809,38.086,4.395,26.855,6
38.574,24.902,33.691,41.016,49.316,6
47.363,26.855,32.715,54.199,25.879,6
24.902,37.598,34.180,13.184,21.973,6
10.742,34.18,35.156,-5.859,18.066,6
31.25,27.344,32.227,28.809,83.008,6
47.852,30.762,31.250,53.711,140.625,6
25.391,36.133,34.180,20.508,35.156,6
9.277,32.227,35.156,-7.812,14.16,6
21.484,26.367,34.668,13.184,73.242,6
40.039,24.414,30.762,49.805,52.246,6
24.414,28.32,30.273,31.25,33.203,6
5.859,36.133,38.574,-3.418,28.32,6
20.02,36.133,40.039,9.766,60.547,6
35.645,26.367,27.832,43.457,1.953,6
25.879,21.973,22.949,33.691,-14.648,6
7.812,28.32,28.320,-2.93,52.734,6
4.883,33.691,30.273,-0.977,9.277,6
30.273,32.715,27.832,37.109,-43.457,6
39.551,31.25,25.879,48.828,-12.207,6
15.137,31.25,30.273,7.324,-7.324,6
6.836,30.762,34.180,-6.348,17.09,6
23.438,29.297,30.273,25.879,26.855,6
44.434,28.32,28.809,53.711,13.184,6
27.832,32.715,32.227,27.344,11.23,6
11.719,35.645,32.715,-0.488,24.902,6
29.297,34.18,31.738,20.02,35.156,6
52.734,31.738,24.414,52.246,39.062,6
47.852,33.691,31.738,41.504,96.191,6
21.973,36.621,37.598,2.441,93.262,6
22.461,34.668,28.320,4.883,46.387,6
51.758,32.715,27.832,46.875,-12.207,6
49.805,28.809,30.762,52.246,-30.762,6
23.926,32.715,34.668,13.184,23.438,6
22.949,35.156,33.203,1.953,33.203,6
47.363,28.809,25.391,37.598,18.555,6
57.129,26.367,26.855,59.57,34.668,6
30.762,31.738,32.227,24.902,65.43,6
22.949,37.109,33.203,5.859,65.918,6
37.598,33.203,30.762,33.691,39.062,6
50.781,27.344,27.832,62.5,-0.977,6
37.598,27.344,30.762,39.062,53.711,6
22.461,27.832,34.180,6.348,77.148,23
31.25,31.25,33.691,19.043,24.414,23
54.688,32.715,29.785,58.594,34.668,23
52.734,31.738,33.203,54.199,56.152,23
29.785,36.621,33.203,11.719,68.848,23
32.715,40.039,32.227,10.254,-2.441,23
53.711,37.598,33.203,52.246,19.531,23
47.363,34.18,26.855,54.688,75.684,23
20.996,31.738,28.809,5.371,60.547,23
19.043,28.809,30.762,-6.348,76.172,23
40.039,29.785,24.414,32.715,50.781,23
55.176,30.762,22.949,60.059,28.32,23
40.527,34.668,28.320,28.32,34.18,23
25.879,38.086,35.156,1.465,56.641,23
40.527,35.645,33.203,26.367,72.266,23
51.758,26.367,21.973,55.176,15.137,23
30.273,24.902,23.438,26.855,15.137,23
6.348,31.738,25.879,-10.254,75.684,23
18.066,34.18,23.438,3.906,48.828,23
39.062,28.809,25.879,42.48,-25.391,23
31.25,31.25,27.832,37.598,-60.059,23
6.836,32.715,27.832,-5.371,30.762,23
11.23,28.809,30.273,-9.277,92.285,23
37.109,29.297,29.785,33.691,49.805,23
43.457,31.738,30.273,48.34,14.648,23
16.602,34.18,34.668,8.789,6.348,23
2.93,31.25,33.203,-7.812,-18.555,23
29.297,30.273,28.320,21.973,4.883,23
49.316,31.25,25.391,47.852,2.93,23
33.691,30.273,31.738,25.391,-6.836,23
11.719,26.855,37.598,-2.93,23.926,23
15.625,23.438,35.156,11.23,7.812,23
35.645,24.414,33.203,43.457,38.086,23
26.855,26.855,32.715,26.855,52.246,23
8.789,29.297,34.668,-7.324,-37.598,23
19.531,29.297,34.180,6.348,-90.82,23
50.781,28.32,29.785,49.316,-24.902,23
44.434,28.32,30.273,44.434,71.777,23
14.16,28.809,34.180,4.395,67.871,23
20.996,33.203,39.062,6.348,30.762,23
38.574,24.902,33.691,42.48,46.387,23
37.598,21.484,24.414,49.316,17.09,23
10.254,29.785,27.344,9.277,1.465,23
1.465,28.32,32.227,-3.906,14.16,23
25.391,26.367,28.320,28.32,52.734,23
35.645,25.391,21.973,47.852,12.207,23
16.113,25.879,26.367,15.625,-21.484,23
1.953,29.297,28.809,-11.23,4.883,23
21.973,29.785,29.785,14.648,-1.953,23
54.688,28.809,31.738,52.734,15.625,23
41.016,29.297,30.762,33.203,42.48,23
10.742,28.809,30.762,-6.836,-4.395,23
15.137,26.367,32.715,-1.465,-3.906,49
40.527,26.855,30.273,38.574,63.965,49
43.457,31.25,33.203,45.41,18.066,49
18.555,29.785,36.133,4.883,14.16,49
14.648,27.832,32.227,0.488,47.852,49
33.691,25.391,27.832,36.621,49.316,49
46.875,24.902,28.320,52.246,20.02,49
25.879,26.855,31.738,17.09,30.273,49
13.184,26.367,33.691,0.488,-2.93,49
37.109,28.809,34.180,32.227,54.199,49
47.363,24.902,26.855,52.734,93.262,49
29.297,25.879,28.809,24.414,11.719,49
13.672,35.645,31.250,-7.812,-32.715,49
20.508,31.25,24.414,8.301,10.742,49
41.504,21.973,25.391,46.387,58.594,49
33.203,23.438,31.250,35.156,49.316,49
11.23,29.785,35.645,3.906,72.266,49
19.043,29.785,35.156,5.859,90.82,49
41.504,26.367,30.762,38.574,67.383,49
41.504,27.832,31.738,48.34,17.578,49
20.996,27.344,37.598,14.16,-12.207,49
10.254,23.438,34.180,-1.465,16.113,49
28.32,25.391,26.855,29.297,55.176,49
41.992,25.391,27.344,54.688,14.16,49
20.996,25.391,31.738,23.438,-47.363,49
2.441,26.367,31.738,-5.371,-12.695,49
22.461,27.832,27.344,14.16,54.688,49
52.734,30.762,31.250,51.27,45.898,49
28.809,29.785,31.250,27.344,20.508,49
4.883,31.25,23.926,-10.742,61.035,49
20.996,31.738,23.438,4.395,66.895,49
47.363,28.809,21.973,45.41,5.371,49
43.457,32.715,24.902,41.016,23.438,49
21.484,33.203,29.785,4.883,44.434,49
20.508,31.738,29.785,2.93,-1.953,49
40.039,30.273,28.320,37.109,37.109,49
41.504,31.738,29.785,42.48,10.254,49
13.184,34.18,32.715,0.977,12.207,49
6.348,35.645,35.156,-11.719,59.082,49
33.203,33.691,33.203,24.902,2.93,49
47.363,29.297,30.762,50.293,40.039,49
24.414,35.156,34.668,18.555,57.617,49
12.207,39.551,33.691,-3.418,25.879,49
30.762,34.18,29.785,25.391,16.602,49
54.199,30.273,29.297,57.129,87.402,49
38.086,31.738,33.203,34.668,83.496,49
12.695,33.691,37.598,-0.977,19.531,49
21.484,31.25,35.645,9.766,42.48,49
45.898,31.25,29.297,48.828,70.312,49
41.016,29.785,32.715,42.969,49.316,49
16.113,26.367,33.691,-1.465,43.457,49
18.066,30.273,29.297,-3.418,20.02,128
51.758,37.109,32.715,45.898,8.301,128
49.805,31.738,30.273,55.664,72.754,128
14.648,22.949,23.438,8.789,57.617,128
11.719,23.926,24.414,-8.301,-12.695,128
28.32,22.461,23.438,18.555,19.043,128
46.875,24.414,20.996,46.387,27.832,128
36.133,29.297,23.438,19.043,-39.062,128
15.137,28.809,25.879,-11.23,-16.113,128
29.785,28.809,25.391,12.207,27.832,128
49.805,28.809,25.391,48.828,26.367,128
34.18,30.273,28.320,33.203,39.062,128
15.625,30.762,33.203,1.953,28.32,128
21.484,28.809,34.180,10.254,37.598,128
46.875,29.297,26.855,44.922,86.914,128
44.434,30.273,23.438,42.969,59.57,128
15.625,30.762,25.879,3.418,46.387,128
21.973,35.156,29.785,-1.953,48.34,128
43.457,31.738,28.809,30.273,13.184,128
41.504,24.902,26.367,38.574,17.09,128
18.066,26.367,31.250,4.395,-28.32,128
8.301,30.273,33.203,-13.184,-47.852,128
23.926,26.367,28.320,17.09,1.953,128
41.016,21.484,26.855,49.805,36.133,128
20.996,25.879,32.715,21.484,20.02,128
11.23,32.715,36.133,-2.93,-27.344,128
32.715,33.691,38.086,26.367,24.414,128
46.875,27.832,29.297,54.688,22.461,128
32.715,25.879,26.855,32.715,33.203,128
11.23,29.785,34.180,-4.883,65.918,128
11.23,30.273,33.691,-3.906,15.625,128
39.062,27.344,26.367,38.086,30.762,128
47.852,29.297,28.320,48.34,67.871,128
20.02,33.691,31.738,4.395,-13.672,128
12.695,29.297,30.273,-4.395,-7.324,128
37.109,21.484,28.809,36.133,85.449,128
49.805,25.879,28.320,54.688,35.645,128
32.227,41.016,29.297,17.09,4.395,128
17.578,42.969,25.879,-7.324,38.086,128
21.484,33.691,23.926,14.16,43.945,128
44.434,33.691,27.832,47.363,52.734,128
31.25,37.598,30.762,28.809,41.016,128
2.93,35.156,31.250,-9.277,49.316,128
14.16,33.203,30.762,8.301,59.082,128
36.133,29.785,26.855,52.246,64.941,128
30.762,29.785,28.320,38.086,0.488,128
14.16,31.738,32.227,-2.441,10.254,128
18.555,32.227,31.738,1.465,22.949,128
48.828,37.598,32.715,45.41,-2.93,128
48.828,36.133,29.297,49.805,26.855,128
15.625,32.227,26.367,5.859,48.34,128
12.695,34.668,28.320,-7.812,2.93,128
32.715,29.785,25.391,23.926,20.996,46
42.969,27.832,24.414,48.828,104.98,46
19.531,34.668,28.320,20.508,61.523,46
6.348,34.18,30.273,-7.324,-3.906,46
26.367,31.25,29.297,12.695,24.902,46
49.805,33.691,28.320,49.805,62.5,46
36.133,33.203,30.273,33.203,64.453,46
20.02,34.18,31.738,0.0,45.898,46
29.785,37.598,34.180,13.672,21.484,46
55.664,31.25,32.227,54.688,32.227,46
54.688,28.809,29.785,50.781,34.668,46
24.902,31.25,35.156,12.207,33.203,46
21.973,28.32,35.156,6.836,32.227,46
43.457,25.391,28.320,44.922,58.105,46
50.293,25.391,32.227,61.035,95.703,46
29.297,31.25,40.039,22.949,29.297,46
17.578,35.156,36.621,-0.488,-13.672,46
37.109,29.785,28.320,32.715,14.648,46
48.828,24.902,24.902,61.035,45.898,46
26.367,24.902,30.273,26.855,50.781,46
12.207,25.879,33.691,0.977,32.715,46
20.996,27.344,28.809,22.461,-10.742,46
45.898,32.227,24.902,56.641,44.434,46
41.504,34.18,29.297,38.574,85.449,46
16.113,32.715,33.691,5.859,75.684,46
15.625,25.391,30.273,9.766,83.008,46
40.039,24.414,21.973,43.945,48.828,46
46.387,33.691,22.949,48.828,58.594,46
24.414,32.227,30.762,8.789,-3.418,46
19.043,24.902,26.855,-1.465,-22.461,46
44.922,25.391,22.461,36.621,31.738,46
55.664,33.203,27.344,56.641,44.922,46
32.715,37.109,37.109,19.531,56.152,46
20.996,34.668,37.109,-4.395,29.297,46
30.273,28.32,24.902,13.672,-49.316,46
46.875,28.809,23.926,38.574,-34.18,46
29.785,32.227,26.855,13.184,30.273,46
12.695,34.668,31.250,-12.207,10.254,46
30.273,33.203,31.250,11.719,-6.836,46
51.758,30.762,25.879,53.223,-14.648,46
34.668,31.738,28.809,37.109,5.859,46
3.906,31.738,31.250,-6.348,20.996,46
9.277,34.18,29.297,0.0,11.23,46
41.016,35.156,37.598,45.41,44.922,46
37.109,29.297,34.668,44.922,65.918,46
8.789,24.902,28.320,0.977,22.949,46
6.348,24.414,31.738,-7.812,35.156,46
33.203,26.367,29.785,27.832,45.898,46
50.781,26.855,31.738,54.199,101.562,46
26.367,30.762,33.691,18.555,96.191,46
13.672,35.645,33.691,-3.906,20.996,46
32.227,33.691,33.203,22.461,43.945,3
50.781,29.785,32.227,53.711,24.902,3
39.062,30.762,36.621,30.273,50.293,3
19.531,31.738,38.086,-2.441,37.598,3
31.738,34.668,37.109,16.113,20.02,3
59.57,35.156,37.109,55.664,8.789,3
48.828,32.715,31.250,42.969,11.719,3
20.996,32.715,30.273,1.465,-4.883,3
21.973,28.32,27.832,-0.488,-1.465,3
49.805,26.367,24.902,44.922,18.555,3
53.223,31.738,28.809,57.617,-27.832,3
27.832,36.621,33.691,15.625,-11.719,3
18.066,33.203,29.297,0.0,-5.859,3
41.016,31.25,25.879,39.551,-26.367,3
56.152,27.832,26.367,65.918,43.457,3
36.133,33.691,33.691,32.715,70.312,3
21.484,35.156,41.504,10.254,30.762,3
27.344,28.32,28.320,23.438,54.199,3
45.41,27.832,20.996,51.27,122.07,3
28.32,24.414,27.832,34.668,48.828,3
7.812,24.902,30.762,-1.953,-15.625,3
18.066,25.879,29.297,7.324,43.457,3
41.992,21.973,27.832,50.781,48.34,3
35.645,24.414,29.785,44.922,43.457,3
11.719,31.25,32.715,1.953,22.949,3
15.625,31.738,33.203,3.906,-25.879,3
34.18,26.855,27.344,43.945,8.301,3
41.016,30.762,27.832,51.27,73.73,3
24.414,41.992,36.133,9.277,42.48,3
10.742,34.18,32.227,-12.695,23.438,3
32.715,29.297,25.879,24.414,28.809,3
57.129,30.762,26.367,52.246,54.688,3
38.574,31.25,32.227,20.02,85.938,3
25.879,33.691,34.668,0.0,81.543,3
38.086,32.715,31.738,22.461,48.34,3
60.547,30.273,29.785,56.641,17.578,3
49.805,30.273,33.691,37.598,35.645,3
19.043,31.25,36.621,1.953,74.707,3
19.043,30.762,34.668,11.719,5.371,3
42.969,32.715,34.180,50.781,13.672,3
40.527,35.156,38.086,44.922,54.688,3
9.766,31.25,34.180,-2.441,-3.906,3
8.789,28.32,27.832,-4.883,-10.254,3
37.598,25.391,24.902,40.527,41.016,3
44.434,25.879,28.320,58.105,15.137,3
20.02,29.785,32.227,21.973,21.484,3
10.742,27.832,33.691,5.371,40.527,3
31.25,30.273,32.715,35.156,9.277,3
51.758,28.32,28.809,60.059,36.621,3
27.832,27.832,32.715,25.879,31.738,3
6.836,35.156,34.180,-0.488,-7.324,3
26.367,33.691,31.738,25.879,-32.715,116
51.27,29.297,28.320,58.594,1.953,116
46.387,34.668,32.227,43.945,28.32,116
30.273,41.992,39.062,12.207,19.043,116
21.484,31.738,30.273,8.789,19.531,116
36.621,26.855,21.484,39.551,60.059,116
38.086,35.156,24.414,42.969,20.508,116
14.16,33.691,30.762,4.395,6.348,116
12.695,30.762,34.668,-2.441,39.551,116
28.809,28.809,30.762,25.391,-25.879,116
40.527,28.32,25.879,40.527,-41.504,116
24.902,31.738,30.762,9.277,25.391,116
6.836,31.738,34.668,-12.207,37.598,116
26.855,28.809,29.785,20.02,24.902,116
52.246,27.832,25.879,50.781,18.555,116
27.832,30.762,27.832,20.02,5.371,116
10.254,34.668,34.180,-9.277,-14.648,116
15.137,27.344,29.297,2.441,-20.996,116
29.297,19.043,21.973,35.645,40.039,116
25.879,24.902,28.320,36.133,82.52,116
9.277,29.785,33.691,-0.977,69.336,116
17.09,26.367,29.785,-1.953,-26.855,116
41.016,21.973,28.320,43.945,-41.504,116
38.574,25.391,30.762,50.781,36.133,116
12.207,28.32,36.621,7.812,25.391,116
12.207,29.785,36.621,0.0,33.691,116
32.715,24.902,32.715,38.086,19.531,116
39.062,20.508,29.785,53.223,39.062,116
21.973,29.785,33.691,18.066,14.648,116
11.23,26.855,36.133,-6.348,-33.691,116
20.508,18.555,21.484,8.789,42.969,116
40.527,20.996,14.648,41.504,72.266,116
22.949,21.484,21.484,18.555,18.066,116
6.348,23.438,28.320,-11.719,33.203,116
23.926,25.391,26.855,6.348,38.574,116
49.805,23.438,19.043,45.41,20.996,116
48.34,27.344,20.996,42.48,-1.953,116
20.996,29.785,31.738,3.906,11.23,116
7.812,22.949,36.621,-2.93,-11.23,116
32.715,21.484,30.762,31.738,14.16,116
51.27,30.273,37.109,53.711,44.434,116
23.926,30.273,41.016,17.578,60.059,116
4.395,17.578,29.785,-6.348,77.148,116
24.902,16.113,27.344,33.691,17.09,116
44.434,20.02,30.762,61.523,-6.348,116
28.809,23.926,39.062,26.855,-20.508,116
11.719,24.902,38.574,0.0,-24.902,116
24.414,25.391,35.645,23.438,49.316,116
46.387,23.438,36.621,61.035,22.461,116
37.109,26.855,38.574,42.48,-26.367,116
14.648,30.273,39.551,1.465,21.484,116
22.949,27.832,37.598,9.277,-0.977,116
58.105,34.668,42.480,59.082,-22.949,0
51.27,34.668,40.039,59.082,66.895,0
14.648,27.832,30.762,5.371,82.031,0
16.113,24.902,30.762,-4.883,27.344,0
40.527,25.879,32.715,37.598,68.359,0
43.945,25.391,31.738,50.293,75.195,0
16.602,23.438,34.180,6.836,41.504,0
4.883,27.344,32.715,-14.16,88.379,0
22.461,24.414,27.832,12.695,28.809,0
42.48,22.949,30.762,41.992,-17.09,0
26.367,29.297,39.062,21.484,8.789,0
2.93,26.855,36.133,-9.766,12.695,0
13.672,25.879,26.855,5.859,33.691,0
37.598,24.902,21.973,41.992,-11.719,0
34.668,23.926,29.297,36.133,-10.254,0
15.137,27.344,34.180,-1.465,-12.695,0
15.625,29.785,29.297,-3.906,0.0,0
46.387,27.344,25.879,43.945,24.414,0
45.898,29.297,30.273,48.34,8.789,0
13.184,32.715,34.668,5.371,27.832,0
8.789,33.203,32.227,-2.441,6.836,0
28.809,30.273,24.414,25.879,-10.254,0
40.039,31.738,28.320,47.363,13.184,0
23.926,38.086,40.527,16.113,20.508,0
6.348,31.25,31.738,-14.648,-47.363,0
10.742,20.508,24.414,14.648,-70.312,0
31.25,20.508,26.855,51.758,51.758,0
23.438,25.879,32.227,25.391,89.355,0
6.348,30.762,36.133,-2.441,20.508,0
20.02,31.25,31.250,16.602,23.438,0
44.922,28.809,28.809,52.246,25.391,0
37.598,28.809,30.762,41.992,3.418,0
16.602,29.297,32.715,7.324,50.781,0
19.531,31.25,31.738,10.254,44.434,0
43.457,30.762,28.809,50.781,65.43,0
44.922,31.738,34.668,60.059,76.172,0
20.996,33.691,36.621,14.16,10.742,0
22.461,34.668,38.574,7.324,8.301,0
43.457,30.762,34.668,45.41,-17.578,0
47.852,24.414,23.926,52.246,58.105,0
25.391,32.227,28.809,16.113,111.816,0
8.789,36.621,30.273,-9.277,51.758,0
27.344,30.762,25.391,12.695,18.066,0
47.852,27.344,20.508,43.457,-18.555,0
30.762,31.25,21.484,19.531,14.16,0
12.695,33.203,24.414,-13.184,51.27,0
22.949,32.227,24.902,6.348,65.918,0
47.363,33.691,24.902,47.363,106.445,0
35.645,31.25,24.414,33.203,122.559,0
12.695,38.086,30.273,-2.441,104.004,0
15.137,39.551,26.855,0.977,39.551,0
33.691,24.902,18.555,31.738,19.043,90
38.086,22.949,21.973,37.598,105.469,90
13.672,29.297,23.926,0.977,123.047,90
12.207,33.203,24.414,-8.789,101.074,90
38.574,29.297,24.414,29.785,85.938,90
