TP9,AF7,AF8,TP10,Right AUX,wordClass
10.742,26.855,26.855,12.207,44.434,95
9.277,29.297,28.809,3.418,64.453,95
21.973,30.762,27.344,22.949,19.043,95
28.809,27.832,27.832,36.133,43.457,95
20.996,28.32,30.273,19.043,20.508,95
14.16,28.809,29.297,6.348,-4.883,95
26.367,33.203,33.691,20.996,44.922,95
37.598,33.691,33.203,36.133,41.016,95
26.855,29.785,26.855,25.879,13.184,95
17.578,29.297,27.344,8.301,67.383,95
28.32,27.832,31.738,16.113,60.059,95
41.504,26.367,34.180,36.133,-2.441,95
41.016,28.809,31.738,37.109,52.246,95
30.273,28.32,29.785,20.508,85.938,95
21.973,25.879,31.250,12.695,57.129,95
34.668,30.273,35.645,31.25,-2.441,95
38.086,28.32,29.785,40.527,4.395,95
19.531,25.879,26.855,17.578,62.012,95
16.113,30.273,31.250,6.836,-1.953,95
29.785,32.227,28.809,26.855,7.324,95
43.945,30.762,29.785,46.387,68.848,95
35.645,29.785,31.738,30.762,42.969,95
25.879,30.273,28.809,12.695,59.082,95
33.691,33.691,31.250,23.438,-6.836,95
41.992,33.203,34.180,46.387,-15.625,95
29.785,28.809,25.391,34.18,50.293,95
22.949,31.25,27.344,12.695,33.203,95
28.32,31.738,31.738,18.066,22.949,95
42.48,32.227,33.203,37.109,-15.137,95
42.969,31.738,32.715,44.922,-18.555,95
23.926,29.785,31.738,23.438,6.348,95
22.461,27.344,29.297,16.602,48.828,95
31.25,27.832,30.762,41.504,119.141,95
28.32,26.367,32.715,52.246,89.355,95
28.32,30.273,35.156,37.598,35.156,95
28.809,36.133,35.645,26.367,17.09,95
32.715,26.855,29.785,22.461,-7.324,95
42.48,26.367,30.273,34.668,-15.625,95
38.086,33.203,34.180,29.785,-6.348,95
27.344,30.762,30.762,9.277,-9.277,95
27.832,27.344,27.344,5.371,14.16,95
47.363,29.785,30.273,26.855,39.062,95
41.504,32.227,33.203,24.902,38.574,95
20.996,29.785,31.250,0.488,55.176,95
22.949,28.32,31.250,0.977,34.18,95
33.203,27.832,32.227,22.949,-10.254,95
38.574,30.762,37.598,34.18,-53.711,95
20.02,27.344,31.250,8.789,-17.09,95
1.465,21.973,22.949,-7.324,61.523,95
14.16,22.461,27.344,15.625,55.176,95
20.996,22.949,29.297,32.227,20.02,95
10.742,28.809,30.762,12.695,56.152,58
4.883,31.738,30.762,-5.371,55.176,58
11.23,27.344,29.297,5.371,1.465,58
21.484,25.879,32.715,30.273,-0.488,58
7.324,28.32,32.715,18.066,21.973,58
-2.441,27.344,29.785,-2.93,47.852,58
13.672,27.832,30.273,6.836,53.223,58
34.18,33.691,36.133,29.785,23.438,58
30.762,33.203,33.203,25.879,20.508,58
17.09,31.738,28.320,2.93,67.871,58
24.902,31.738,31.250,2.93,35.645,58
36.621,32.715,26.367,20.996,49.805,58
35.156,31.738,27.344,30.273,72.754,58
20.508,32.715,29.785,10.742,-7.812,58
15.137,31.738,29.297,0.488,-2.93,58
24.902,30.273,30.273,17.578,3.418,58
40.527,36.621,33.203,40.039,49.805,58
23.438,32.227,32.227,20.508,71.289,58
5.859,25.879,23.926,-5.859,13.184,58
13.672,23.438,26.367,6.836,-8.789,58
22.949,23.926,31.738,32.227,12.207,58
20.508,26.855,32.227,25.879,24.414,58
15.137,28.809,32.715,4.395,28.32,58
17.578,28.32,30.762,7.812,47.363,58
39.551,31.25,35.156,40.039,68.848,58
40.039,31.25,33.203,41.992,71.289,58
20.02,25.391,22.949,7.812,8.789,58
20.996,26.367,23.926,6.348,6.348,58
29.297,28.32,25.391,23.926,77.637,58
35.645,29.785,27.344,37.109,40.039,58
23.438,29.297,30.273,15.137,-4.395,58
21.484,29.785,34.668,4.395,44.434,58
37.109,31.25,36.133,25.391,106.445,58
36.621,28.809,29.785,35.156,65.918,58
24.902,28.809,29.297,24.902,39.062,58
21.484,28.809,28.320,10.254,69.336,58
28.809,27.832,26.855,17.09,42.48,58
39.062,29.785,28.320,42.48,21.484,58
37.109,29.297,28.809,34.18,16.602,58
24.902,27.344,28.320,6.836,29.785,58
26.855,31.738,33.203,12.695,64.941,58
30.762,26.855,30.762,34.668,12.695,58
19.531,20.996,20.996,30.273,46.875,58
9.277,24.414,22.949,6.836,64.453,58
7.812,28.32,25.391,0.488,21.973,58
19.531,26.855,22.949,16.602,7.324,58
28.809,24.414,20.020,28.809,18.066,58
17.09,27.344,21.973,9.277,24.902,58
16.602,27.832,25.879,-1.953,59.082,58
22.949,23.926,22.461,8.789,62.988,58
31.738,23.438,20.508,29.297,20.02,58
29.297,27.832,29.297,23.438,21.973,70
18.066,27.344,27.344,2.441,28.809,70
28.809,27.344,23.926,8.301,-17.578,70
40.527,28.809,25.391,26.367,41.016,70
35.645,26.367,26.367,24.902,73.242,70
25.391,24.902,27.344,4.883,14.648,70
29.297,28.32,30.762,7.812,34.668,70
45.41,27.344,33.203,29.785,47.852,70
45.41,26.855,32.715,37.598,67.383,70
27.344,24.902,30.273,14.648,25.879,70
22.949,23.926,31.738,6.348,-8.301,70
41.016,27.344,35.156,33.691,30.762,70
44.922,25.879,28.809,41.992,61.523,70
25.391,26.367,25.391,20.508,61.523,70
18.555,27.344,26.855,7.812,-26.367,70
32.227,25.391,26.855,19.531,17.578,70
41.016,25.391,27.344,41.504,80.078,70
29.785,24.902,27.832,32.715,47.363,70
18.555,25.391,28.320,17.09,40.527,70
25.391,24.902,29.297,20.508,35.645,70
43.945,29.785,34.180,43.457,46.875,70
34.668,31.25,32.715,39.062,24.902,70
18.066,28.32,25.391,7.324,34.668,70
23.438,29.297,24.414,0.488,36.621,70
33.691,29.297,26.855,20.996,50.293,70
39.551,33.203,32.715,29.297,33.203,70
24.902,33.691,32.715,11.719,14.648,70
18.555,29.297,29.297,4.395,39.551,70
33.203,32.715,31.738,22.949,33.203,70
35.645,31.25,29.297,35.645,62.988,70
20.02,27.344,23.438,14.648,77.148,70
15.137,30.762,25.391,2.93,55.176,70
18.555,28.809,25.391,12.207,35.156,70
30.273,29.297,30.762,31.738,25.879,70
21.484,32.227,32.715,22.949,-13.672,70
9.766,33.691,29.785,4.395,-9.766,70
23.438,36.133,30.762,9.766,44.434,70
37.109,33.203,31.738,32.227,42.969,70
39.062,36.621,37.598,39.551,41.504,70
28.809,40.527,38.574,21.484,-18.066,70
23.438,32.715,29.297,15.625,-19.531,70
41.016,31.25,25.879,34.18,74.707,70
44.434,34.668,26.855,41.992,43.457,70
31.738,36.133,29.785,20.02,-4.883,70
26.855,34.18,32.227,9.277,-27.344,70
40.039,35.645,33.691,30.273,3.906,70
46.875,35.156,34.668,41.992,29.297,70
30.762,32.227,36.133,28.809,21.484,70
23.926,30.273,38.574,15.625,56.641,70
27.832,23.438,33.203,13.184,19.531,70
35.156,22.949,30.762,37.598,-4.883,70
32.227,26.855,30.762,29.785,7.324,70
24.414,28.809,32.715,6.348,-16.113,21
24.902,29.297,34.668,15.137,-18.066,21
35.156,28.809,32.227,34.668,-5.371,21
34.18,27.832,32.715,31.738,9.766,21
21.484,27.832,32.715,11.23,26.367,21
22.461,30.273,30.762,6.348,7.324,21
44.434,33.691,36.133,30.762,0.977,21
39.551,29.297,37.109,41.016,-4.395,21
17.09,23.926,30.762,15.625,-27.832,21
15.625,28.32,29.297,4.395,16.602,21
21.484,31.738,31.250,16.602,69.824,21
29.297,29.297,33.691,33.691,38.574,21
20.508,29.785,37.598,24.902,-20.508,21
11.23,27.344,36.133,6.836,-73.73,21
22.461,25.879,34.180,11.23,-46.387,21
34.668,28.32,35.156,36.133,31.738,21
26.367,32.715,39.551,33.203,33.691,21
13.184,31.738,40.527,9.766,25.879,21
18.555,24.902,30.762,7.812,35.156,21
31.25,26.367,27.832,26.367,-13.184,21
30.762,26.367,31.250,31.738,7.324,21
20.996,26.855,28.320,10.742,21.973,21
20.996,28.32,26.855,5.371,49.805,21
34.18,30.273,32.715,26.367,52.734,21
39.551,30.762,33.691,38.086,-11.719,21
27.832,30.273,32.715,20.996,20.508,21
23.926,30.762,34.668,8.789,77.148,21
33.203,31.738,31.250,20.02,80.566,21
40.039,32.227,30.762,41.016,64.453,21
39.062,36.621,31.738,33.203,39.062,21
21.484,33.203,24.414,7.324,22.461,21
14.16,26.855,25.879,6.348,-11.23,21
30.273,27.344,31.738,31.738,-16.113,21
25.391,27.344,33.203,29.297,57.617,21
15.137,28.32,32.227,9.277,52.734,21
23.926,32.227,30.273,10.254,53.223,21
44.922,35.645,37.598,34.18,94.238,21
38.086,31.738,32.227,37.598,80.566,21
14.16,28.809,24.902,9.766,36.133,21
22.949,28.809,28.320,6.348,46.387,21
36.621,31.25,28.809,25.879,9.766,21
39.551,31.738,32.227,41.504,71.777,21
28.32,30.273,33.203,25.879,51.27,21
18.555,32.715,29.297,9.766,-47.363,21
22.461,30.273,28.809,25.879,-3.418,21
30.273,28.809,31.250,38.574,3.418,21
26.855,32.715,37.598,31.738,34.18,21
17.578,30.273,33.691,13.672,39.062,21
21.973,26.855,26.855,14.16,1.465,21
40.039,29.785,29.785,38.574,28.809,21
41.504,31.25,31.738,39.062,4.395,21
29.297,29.297,33.203,19.531,-29.297,106
27.344,29.297,31.250,10.254,33.691,106
39.062,31.738,31.738,30.273,47.363,106
38.574,28.32,33.203,40.039,36.621,106
25.879,29.785,35.156,17.578,11.23,106
27.832,35.156,38.086,9.277,-36.621,106
34.18,30.273,29.785,19.531,22.461,106
37.109,28.809,24.902,34.18,29.785,106
26.367,29.297,26.367,18.555,62.012,106
15.625,28.32,26.855,4.395,132.812,106
25.879,30.273,26.367,18.066,18.066,106
46.387,32.715,27.832,42.48,44.434,106
37.109,32.227,32.227,37.598,113.77,106
25.879,31.25,33.691,23.926,52.246,106
35.156,31.25,34.180,29.785,-5.859,106
41.504,29.297,34.180,40.527,6.348,106
49.316,36.133,37.109,44.922,41.504,106
40.527,33.691,32.227,26.855,-10.742,106
30.762,26.367,22.949,11.23,-8.301,106
45.898,31.25,26.367,29.297,68.848,106
46.875,29.297,26.855,41.504,76.66,106
30.762,30.762,26.855,23.438,12.695,106
25.391,34.18,26.855,9.277,40.039,106
40.039,36.133,31.738,26.367,79.102,106
47.852,35.645,34.180,46.875,67.383,106
33.691,32.227,26.855,23.926,70.801,106
27.344,33.691,26.855,7.812,6.348,106
31.25,33.203,28.809,20.508,-30.273,106
41.016,31.738,30.273,36.133,-7.812,106
35.645,35.156,32.227,31.738,-40.039,106
23.438,37.109,31.738,10.742,-2.441,106
23.438,35.645,27.832,11.719,37.598,106
38.086,31.25,28.809,32.227,13.184,106
39.551,30.762,30.762,33.691,21.973,106
24.414,32.715,30.273,14.16,31.25,106
26.855,30.273,29.785,13.672,16.113,106
47.852,34.668,34.180,37.598,-13.672,106
42.48,32.227,31.250,41.016,33.203,106
22.949,25.391,24.414,13.672,73.73,106
19.531,27.832,25.391,4.395,30.762,106
28.809,32.227,27.344,20.02,22.461,106
40.039,34.668,30.762,42.969,46.875,106
30.762,31.25,31.738,32.715,21.484,106
22.461,29.297,32.715,16.113,8.789,106
27.832,28.32,30.273,21.484,-9.277,106
37.109,25.879,32.227,41.016,-22.949,106
32.715,28.32,35.156,37.598,14.648,106
20.02,32.227,36.133,15.625,13.672,106
30.762,34.18,41.504,21.484,51.27,106
41.504,28.32,34.180,37.109,76.172,106
27.832,23.438,28.320,35.645,67.871,106
15.137,24.902,28.809,11.719,10.254,106
17.09,23.926,29.297,2.441,-27.344,73
32.715,26.855,30.273,21.973,-48.828,73
35.645,29.297,27.344,28.32,-42.48,73
25.879,27.344,26.855,11.23,33.691,73
19.531,24.902,24.902,0.488,-13.184,73
24.902,28.32,25.391,14.648,-24.414,73
44.434,31.738,31.738,37.109,0.977,73
37.109,29.785,27.832,24.902,0.0,73
18.555,27.344,23.926,2.441,29.785,73
21.484,27.832,24.414,4.883,84.473,73
34.668,32.227,27.832,28.809,65.918,73
32.227,35.156,28.809,31.738,-4.395,73
18.066,33.203,26.855,10.254,48.34,73
21.484,30.273,29.297,10.742,79.102,73
29.785,26.855,29.785,30.273,12.207,73
27.832,28.809,31.250,35.156,5.371,73
25.879,35.156,34.668,20.508,50.781,73
16.113,28.809,31.250,4.883,45.41,73
19.531,25.391,24.902,11.719,41.992,73
35.645,31.738,26.855,27.832,17.578,73
26.367,31.25,28.320,12.207,6.348,73
10.742,32.227,26.367,-0.488,-5.371,73
14.16,30.762,25.879,9.277,-1.465,73
25.391,28.809,29.297,32.227,69.824,73
23.438,29.785,29.785,24.414,105.469,73
18.066,30.762,30.762,1.465,55.176,73
24.902,35.156,31.250,11.23,-33.691,73
31.738,29.297,24.414,29.785,-12.695,73
26.367,26.367,21.484,25.879,27.832,73
19.531,30.273,21.484,8.789,29.785,73
18.555,30.762,20.020,0.977,9.766,73
33.203,32.715,26.855,23.926,5.371,73
39.062,34.18,28.809,40.039,51.27,73
19.043,35.156,23.438,14.16,52.734,73
20.996,37.598,26.367,2.93,8.301,73
31.25,36.133,27.832,20.02,15.625,73
36.621,35.645,27.344,31.738,29.785,73
24.902,33.691,27.344,15.137,25.391,73
24.414,35.645,30.273,4.883,32.227,73
39.551,36.133,38.086,27.344,21.973,73
35.156,28.32,30.762,41.016,51.27,73
23.926,25.391,23.438,21.973,39.551,73
15.625,26.855,26.367,1.953,24.902,73
23.438,27.344,28.320,5.859,68.359,73
36.621,27.344,28.320,26.855,71.777,73
31.738,29.297,29.297,32.227,58.105,73
16.113,26.855,32.227,10.254,33.691,73
18.555,27.832,32.227,3.906,47.852,73
31.738,26.855,29.785,27.832,51.27,73
33.203,26.367,31.250,37.109,50.293,73
21.973,33.691,36.621,19.531,-22.949,73
16.602,30.762,32.227,5.859,-41.016,134
23.926,25.391,25.391,13.672,25.879,134
31.738,28.32,27.832,35.156,50.293,134
24.902,27.344,28.320,22.949,77.148,134
20.996,29.785,27.344,9.277,83.008,134
27.344,31.25,28.320,17.578,72.266,134
33.203,27.344,29.297,31.25,62.988,134
33.203,31.25,30.273,24.414,94.238,134
22.461,33.203,30.273,2.93,57.617,134
22.949,31.738,30.273,5.859,-20.508,134
43.945,34.668,31.738,36.133,6.836,134
39.062,33.691,28.809,33.691,68.848,134
24.414,36.621,31.250,11.719,17.578,134
27.832,35.645,34.180,10.742,7.324,134
31.25,26.855,26.367,19.043,32.227,134
37.598,27.832,25.391,34.668,73.242,134
25.391,31.25,26.367,17.578,104.004,134
14.648,30.273,26.855,1.465,25.391,134
23.438,27.344,31.250,20.996,-1.465,134
33.203,28.809,36.621,40.527,16.113,134
28.32,34.18,36.133,21.484,34.18,134
14.648,33.203,34.180,2.93,13.184,134
11.23,31.738,36.133,11.23,9.277,134
24.902,33.691,34.668,27.344,56.152,134
27.832,35.156,31.738,21.484,38.086,134
14.648,33.203,29.785,-3.906,9.766,134
26.367,34.668,35.156,3.906,21.973,134
41.016,37.598,36.621,28.809,7.324,134
29.297,32.715,29.297,26.367,23.926,134
18.066,31.738,31.250,11.23,28.809,134
20.02,32.227,32.715,8.301,1.465,134
28.32,33.691,33.691,26.855,25.391,134
37.109,36.621,31.250,42.969,-9.277,134
24.414,35.645,28.809,22.949,-31.25,134
16.113,33.691,31.738,7.324,-30.762,134
28.809,33.203,35.645,24.414,-32.227,134
38.086,35.156,34.668,45.41,-14.648,134
33.691,36.133,34.668,37.598,-49.316,134
27.344,34.18,35.156,16.602,-34.668,134
36.133,35.156,36.133,23.438,25.879,134
43.457,30.762,34.180,40.039,12.695,134
33.691,27.832,31.738,36.133,32.227,134
27.344,30.762,31.738,22.461,75.195,134
29.297,31.738,30.273,19.531,35.645,134
39.062,29.297,27.832,39.062,18.555,134
38.574,27.344,25.879,44.434,56.152,134
21.973,27.344,26.367,24.414,78.613,134
19.043,27.832,26.855,15.625,34.668,134
32.227,26.855,27.832,22.461,31.25,134
39.551,24.902,27.832,37.109,20.02,134
25.879,25.391,24.902,21.484,3.906,134
20.02,30.762,29.785,5.859,39.062,134
29.297,27.344,28.320,13.184,30.273,64
36.133,26.367,22.461,28.809,59.57,64
32.715,29.785,23.438,22.461,76.172,64
21.973,28.809,25.391,5.371,97.656,64
20.508,29.785,25.391,3.906,64.453,64
29.297,28.809,23.926,20.508,-4.395,64
36.133,32.227,27.344,27.344,-34.18,64
23.438,32.715,27.832,3.418,-10.742,64
18.555,30.273,23.438,0.0,-4.395,64
37.109,29.297,26.855,29.785,30.273,64
43.457,30.762,29.297,40.039,37.598,64
34.668,38.086,33.203,21.973,39.062,64
32.715,35.156,32.227,6.836,63.477,64
39.062,29.785,23.926,13.184,41.992,64
47.852,33.691,26.855,37.598,40.039,64
36.621,35.156,30.273,26.855,45.41,64
28.809,34.668,31.738,11.719,21.484,64
37.598,33.203,33.203,24.414,-7.812,64
45.41,34.668,31.250,43.945,61.035,64
39.551,33.691,32.227,41.016,76.172,64
26.367,31.25,31.738,16.113,11.719,64
24.902,32.227,29.785,12.695,20.996,64
39.551,30.273,33.203,33.203,42.969,64
40.039,32.227,32.715,37.598,52.246,64
26.367,39.062,34.668,19.531,31.738,64
16.602,33.691,29.785,4.883,-1.465,64
19.531,27.344,22.949,16.602,-4.395,64
25.391,26.367,25.879,27.832,4.883,64
13.672,26.855,24.414,8.301,30.273,64
7.812,27.344,22.949,-7.324,50.293,64
18.555,27.344,24.902,6.348,41.504,64
31.25,29.297,24.414,29.785,22.461,64
29.785,31.25,28.320,20.508,-9.766,64
18.555,30.273,29.297,2.93,-26.855,64
23.438,29.785,27.832,11.719,-0.488,64
38.086,32.715,29.297,37.598,58.594,64
38.574,34.668,37.109,42.48,33.203,64
24.902,28.809,36.621,19.531,53.223,64
23.926,23.926,27.832,9.277,46.875,64
34.18,25.879,26.855,27.344,3.418,64
32.227,27.344,27.344,35.645,24.902,64
27.344,31.25,28.809,23.438,14.648,64
27.344,32.227,31.738,16.602,-18.555,64
32.715,30.762,30.762,28.809,-35.156,64
39.062,34.18,28.320,44.434,24.902,64
24.902,32.715,28.320,26.367,44.434,64
16.113,28.32,28.809,7.324,23.438,64
32.227,34.18,32.715,23.438,24.902,64
35.645,33.203,34.668,42.48,64.941,64
18.066,28.809,30.762,26.367,123.535,64
9.277,30.762,31.738,7.324,106.934,64
12.207,30.273,33.691,11.719,52.246,9
27.344,31.25,32.715,34.668,79.59,9
26.855,32.715,34.668,31.738,61.035,9
14.16,33.203,37.109,11.23,-30.273,9
20.02,35.156,35.156,8.301,-7.324,9
36.621,36.133,33.691,23.438,75.195,9
34.668,34.18,32.227,32.715,33.203,9
20.02,30.762,31.250,15.625,-43.457,9
21.484,32.227,32.715,10.742,-33.203,9
33.203,33.203,29.297,27.344,25.391,9
46.387,36.133,31.738,45.41,40.039,9
39.062,40.527,37.598,34.18,36.621,9
20.996,34.18,30.273,10.742,35.645,9
26.367,29.785,25.391,18.066,40.039,9
40.527,30.273,27.344,38.086,54.688,9
38.086,33.691,28.809,29.785,-6.836,9
23.926,36.133,27.832,8.301,-15.137,9
27.344,33.691,29.297,8.789,-2.93,9
39.551,32.227,31.250,28.809,-7.812,9
33.203,32.715,32.715,30.762,26.855,9
20.996,33.691,35.156,16.113,27.832,9
21.484,33.203,34.180,11.719,33.691,9
35.156,32.715,36.133,29.297,54.199,9
33.691,32.715,37.109,39.551,7.324,9
24.414,38.086,39.551,20.02,2.93,9
23.438,39.551,41.016,9.277,35.645,9
22.461,33.691,31.250,16.602,39.551,9
34.18,32.715,27.344,36.133,1.465,9
28.809,33.691,30.762,23.926,31.25,9
17.09,35.156,29.297,3.418,67.383,9
27.344,37.109,29.785,18.555,14.16,9
39.551,38.086,32.227,37.109,29.785,9
31.738,39.062,33.691,27.344,73.73,9
20.996,38.086,32.227,10.742,55.176,9
27.344,38.574,32.227,9.766,46.875,9
42.48,38.086,32.227,28.32,65.918,9
41.016,33.203,30.273,34.18,65.43,9
35.156,36.133,33.203,15.625,54.688,9
37.598,40.527,37.109,15.625,41.016,9
36.621,32.715,34.180,28.32,-12.695,9
35.156,27.344,30.762,34.18,-0.488,9
20.02,29.297,29.297,21.484,5.371,9
16.113,29.785,29.297,10.742,-21.484,9
31.738,30.273,31.250,22.461,35.156,9
34.18,29.785,29.785,39.551,79.102,9
26.367,28.809,27.832,24.414,32.715,9
20.02,31.738,28.320,1.465,0.488,9
28.809,31.738,30.762,11.719,27.832,9
44.922,29.785,34.180,35.645,39.551,9
34.18,29.297,34.180,26.367,24.414,9
23.438,31.738,36.133,12.207,47.363,9
24.414,32.227,33.691,11.23,45.898,9
26.367,25.391,23.926,18.555,49.316,13
30.762,25.391,25.391,27.344,70.312,13
20.02,27.344,28.320,7.812,35.645,13
17.09,27.344,27.344,1.465,51.758,13
36.621,28.32,28.809,23.926,72.754,13
44.434,32.227,32.227,37.109,40.527,13
32.715,34.18,33.691,20.996,74.219,13
26.855,32.715,30.273,7.324,34.18,13
34.18,36.133,31.738,22.461,18.066,13
46.875,36.621,34.180,44.434,77.637,13
32.715,30.273,29.297,27.832,83.496,13
16.602,32.715,30.273,5.371,55.176,13
24.902,34.18,28.320,11.23,-22.949,13
42.969,31.25,30.762,32.715,14.16,13
31.738,31.25,31.738,29.785,29.785,13
17.09,33.203,29.785,8.301,46.387,13
20.02,31.738,31.738,5.371,-21.484,13
24.902,31.738,31.250,20.996,-53.711,13
27.344,31.738,31.250,25.879,57.617,13
17.09,32.715,33.203,12.695,33.203,13
18.066,34.18,35.645,9.766,47.363,13
25.879,27.344,27.832,18.066,39.551,13
33.691,26.855,24.414,29.785,-0.488,13
26.855,31.738,25.879,17.09,29.297,13
19.531,29.297,27.832,1.953,13.672,13
30.762,29.297,29.297,13.672,0.488,13
43.457,31.738,29.297,34.18,-15.625,13
40.039,27.832,31.250,28.809,-0.977,13
25.391,27.344,32.715,11.23,38.574,13
27.344,29.297,32.227,16.113,-15.137,13
51.758,31.25,29.785,39.551,-33.203,13
47.852,36.621,28.320,38.086,1.953,13
29.297,36.621,32.715,17.09,18.555,13
32.227,29.785,33.691,16.602,56.641,13
41.504,27.832,27.344,33.203,15.137,13
38.574,31.25,27.832,38.574,8.301,13
20.02,32.227,30.762,17.09,43.457,13
20.508,35.156,31.250,6.836,11.719,13
30.762,35.645,30.273,21.973,10.254,13
40.039,35.156,28.320,40.527,-1.465,13
30.762,33.691,26.367,23.926,-13.184,13
22.461,33.691,25.879,4.883,25.879,13
32.715,35.156,23.438,19.043,11.23,13
45.898,34.668,25.879,43.457,49.805,13
43.457,35.645,34.668,46.387,90.332,13
29.785,32.227,26.855,17.09,40.039,13
33.203,27.832,22.461,10.254,1.465,13
41.504,26.855,28.809,34.668,31.25,13
36.621,30.762,30.762,33.691,38.086,13
26.855,31.25,34.180,11.23,41.016,13
23.926,28.32,33.203,5.859,84.473,13
33.203,29.297,33.203,24.414,38.574,31
37.109,30.762,31.250,36.621,35.156,31
23.926,34.18,33.691,22.461,50.781,31
19.043,32.715,36.133,8.301,13.184,31
28.809,28.809,28.320,15.137,21.484,31
39.551,30.273,28.809,34.18,37.109,31
29.297,30.762,31.738,23.926,14.648,31
21.484,33.203,30.273,9.277,-13.672,31
27.832,35.156,31.250,12.695,3.418,31
36.133,31.25,32.715,27.832,43.457,31
29.785,28.809,30.273,25.391,64.941,31
15.625,30.762,30.273,6.348,70.312,31
22.461,30.762,31.738,9.766,55.176,31
31.738,31.25,31.250,28.32,52.734,31
37.109,35.645,36.133,34.668,65.43,31
29.297,33.691,38.574,19.043,28.32,31
15.137,24.414,28.320,4.883,23.438,31
22.949,25.391,28.320,20.508,60.059,31
34.668,28.32,31.250,34.668,-19.043,31
28.809,31.25,31.738,18.555,-1.953,31
16.113,32.715,31.738,3.906,30.273,31
20.996,31.738,29.785,10.254,32.715,31
38.086,36.621,30.273,28.32,93.75,31
27.832,36.621,32.227,18.555,70.312,31
10.742,32.227,30.273,2.93,2.93,31
22.949,33.691,30.762,12.695,-4.395,31
33.691,30.762,32.715,32.227,9.277,31
29.785,33.203,37.109,35.645,-2.441,31
27.832,37.598,39.062,17.09,10.254,31
21.973,31.25,28.320,7.812,74.219,31
32.227,29.785,23.438,28.809,68.848,31
34.668,32.227,25.879,39.551,56.641,31
20.996,34.18,27.832,17.578,46.387,31
19.043,32.227,28.809,11.719,21.484,31
37.598,33.691,30.762,34.18,56.641,31
43.457,36.133,31.250,37.109,81.543,31
30.273,38.574,35.645,17.578,18.066,31
24.902,39.062,40.527,10.742,2.441,31
29.297,34.18,33.203,16.602,19.531,31
39.551,32.227,30.762,34.668,0.977,31
28.32,33.203,34.668,26.367,78.125,31
21.484,34.18,35.156,4.883,31.25,31
24.902,31.25,34.180,9.766,0.977,31
35.156,30.273,33.203,34.668,44.434,31
33.691,31.738,33.203,34.668,28.809,31
19.531,31.25,31.250,12.695,-23.438,31
28.32,32.227,37.598,15.625,-20.508,31
37.109,30.762,34.668,29.785,65.43,31
26.855,26.367,25.391,25.391,4.883,31
11.23,23.926,31.250,5.371,-27.344,31
9.766,24.902,34.180,-0.488,69.824,31
23.438,28.32,31.250,16.113,77.148,31
34.668,27.832,32.227,32.715,20.508,32
27.344,28.32,35.156,23.438,44.434,32
16.113,27.832,36.133,8.789,18.555,32
23.438,26.855,38.086,17.578,-5.371,32
37.109,27.344,36.621,39.062,68.359,32
26.367,28.809,34.668,29.785,87.891,32
19.531,35.156,41.016,12.207,26.855,32
26.855,32.715,39.551,17.09,31.738,32
33.203,25.391,32.227,33.203,37.109,32
33.203,27.344,33.691,32.715,28.809,32
18.066,28.32,32.715,9.277,-29.297,32
22.949,29.297,31.250,7.812,-28.32,32
41.016,31.738,32.227,30.762,26.855,32
42.969,31.25,33.203,36.621,31.738,32
30.273,30.762,32.227,17.09,53.711,32
24.414,32.227,27.344,8.301,42.48,32
35.645,30.762,26.855,23.438,63.477,32
47.363,33.691,29.297,40.039,64.941,32
34.668,32.715,31.738,24.414,12.695,32
22.461,25.879,29.785,6.348,0.977,32
32.715,29.785,31.250,12.695,39.551,32
43.945,33.203,37.598,41.992,49.316,32
26.367,25.879,28.809,30.762,24.902,32
15.137,23.438,26.367,1.465,45.898,32
20.508,22.461,27.344,3.906,9.277,32
28.809,23.438,25.879,27.344,-15.137,32
30.762,25.879,28.809,32.227,38.086,32
15.137,25.391,29.297,8.789,-25.879,32
14.16,27.344,30.762,8.301,-22.461,32
29.297,28.809,33.691,31.25,12.695,32
34.18,27.344,33.203,44.434,16.602,32
26.855,28.32,29.785,22.949,32.227,32
26.855,27.832,30.762,8.789,39.062,32
34.668,27.344,34.668,24.902,42.969,32
39.062,27.832,32.227,41.504,35.645,32
35.645,30.273,38.574,35.645,17.09,32
25.879,32.227,39.062,14.16,6.348,32
21.484,27.344,29.297,10.254,4.883,32
31.738,25.879,30.273,26.855,-10.254,32
25.879,28.32,30.273,20.02,8.301,32
11.23,29.785,29.297,-1.953,-9.277,32
9.766,28.809,28.809,-1.953,-12.695,32
23.438,30.762,28.809,16.602,21.973,32
24.414,30.273,33.691,25.391,38.086,32
10.254,27.344,36.133,8.301,33.203,32
5.371,24.414,31.250,-2.93,22.949,32
20.02,23.926,30.273,19.043,55.176,32
39.551,32.715,35.645,41.504,40.039,32
19.531,29.785,33.203,19.043,-3.906,32
4.883,23.438,27.832,-1.465,29.785,32
24.902,26.855,27.832,13.672,54.688,32
35.645,30.762,31.250,34.18,82.031,56
24.902,32.715,34.180,24.414,102.539,56
15.625,29.297,30.762,6.348,135.254,56
21.484,28.32,31.250,8.789,96.191,56
33.691,29.785,32.715,30.273,37.109,56
34.668,31.738,32.715,33.691,42.969,56
20.02,33.691,32.227,14.16,-10.254,56
18.555,34.18,31.250,14.16,-6.836,56
41.992,36.133,38.574,43.457,69.336,56
40.039,32.227,35.645,45.898,43.457,56
20.02,28.809,25.391,14.16,-13.672,56
