timestamp,word
1607281300.0441651,"mysterious,"
1607281300.245285,because
1607281300.4463933,they
1607281300.6464825,just
1607281300.8476348,didn't
1607281301.0487802,hold
1607281301.249902,with
1607281301.4510236,such
1607281301.6521306,nonsense.
1607281301.8532283,Mr.
1607281302.0543783,Dursley
1607281302.2563472,was
1607281302.4573736,the
1607281302.6584916,director
1607281302.8595936,of
1607281303.05968,a
1607281303.2608216,firm
1607281303.4619904,called
1607281303.6631353,"Grunnings,"
1607281303.8642395,which
1607281304.065372,made
1607281304.2664764,drills.
1607281304.4675846,He
1607281304.668706,was
1607281304.8699276,a
1607281305.0710502,"big,"
1607281305.2721891,beefy
1607281305.4733202,man
1607281305.6745198,with
1607281305.8756373,hardly
1607281306.0767903,any
1607281306.277978,"neck,"
1607281306.4791243,although
1607281306.6802244,he
1607281306.8813477,did
1607281307.0824554,have
1607281307.283583,a
1607281307.4847064,very
1607281307.6858118,large
1607281307.8869176,mustache.
1607281308.088057,Mrs.
1607281308.289195,Dursley
1607281308.4907017,was
1607281308.6918802,thin
1607281308.8930168,and
1607281309.094124,blonde
1607281309.2952573,and
1607281309.4963892,had
1607281309.697452,nearly
1607281309.8985398,twice
1607281310.099647,the
1607281310.2997348,usual
1607281310.5008397,amount
1607281310.7019784,of
1607281310.9032407,"neck,"
1607281311.1043553,which
1607281311.305452,came
1607281311.5065851,in
1607281311.707693,very
1607281311.908801,useful
1607281312.109916,as
1607281312.3113668,she
1607281312.5123966,spent
1607281312.7136924,so
1607281312.91481,much
1607281313.116255,of
1607281313.3163393,her
1607281313.517491,time
1607281313.718614,craning
1607281313.9197617,over
1607281314.1209087,garden
1607281314.322075,"fences,"
1607281314.5232158,spying
1607281314.72425,on
1607281314.9254396,the
1607281315.1265802,neighbors.
1607281315.327695,The
1607281315.5288448,Dursley
1607281315.7300224,s
1607281315.9311628,had
1607281316.1323767,a
1607281316.3334055,small
1607281316.5345109,son
1607281316.7356172,called
1607281316.9367292,Dudley
1607281317.1379006,and
1607281317.3390934,in
1607281317.5402224,their
1607281317.7414017,opinion
1607281317.9425933,there
1607281318.1438873,was
1607281318.3457215,no
1607281318.546753,finer
1607281318.7478738,boy
1607281318.9490607,anywhere.
1607281319.1502912,The
1607281319.3514285,Dursleys
1607281319.5525327,had
1607281319.7536435,everything
1607281319.9547925,they
1607281320.155933,"wanted,"
1607281320.3570628,but
1607281320.558205,they
1607281320.7594814,also
1607281320.9606082,had
1607281321.1617162,a
1607281321.3628404,"secret,"
1607281321.5640256,and
1607281321.7652092,their
1607281321.9663694,greatest
1607281322.1680617,fear
1607281322.3691247,was
1607281322.5702424,that
1607281322.7713664,somebody
1607281322.972461,would
1607281323.1735854,discover
1607281323.3747115,it.
1607281323.5758681,They
1607281323.7775824,didn't
1607281323.9786313,think
1607281324.1797636,they
1607281324.3809566,could
1607281324.5821342,bear
1607281324.7835288,it
1607281324.9855223,if
1607281325.1856084,anyone
1607281325.3867402,found
1607281325.5878773,out
1607281325.7879643,about
1607281325.9894545,the
1607281326.190481,Potters.
1607281326.3916328,Mrs.
1607281326.5934224,Potter
1607281326.7944686,was
1607281326.9956422,Mrs.
1607281327.1967754,Dursley's
1607281327.3979094,"sister,"
1607281327.599045,but
1607281327.8001983,they
1607281328.0013814,hadn't
1607281328.202532,met
1607281328.4037545,for
1607281328.6048596,several
1607281328.8059883,years;
1607281329.007152,in
1607281329.2072399,"fact,"
1607281329.4084306,Mrs.
1607281329.6095698,Dursley
1607281329.8114886,pretended
1607281330.012518,she
1607281330.213635,didn't
1607281330.4147632,have
1607281330.6159103,a
1607281330.8171046,"sister,"
1607281331.0181737,because
1607281331.219309,her
1607281331.420418,sister
1607281331.621599,and
1607281331.822739,her
1607281332.0238507,good-for-nothing
1607281332.2255652,husband
1607281332.4265888,were
1607281332.627713,as
1607281332.82858,unDursleyish
1607281333.0295966,as
1607281333.2307637,it
1607281333.4319715,was
1607281333.63311,possible
1607281333.8342144,to
1607281334.0353227,be.
1607281334.2364688,The
1607281334.4376512,Dursleys
1607281334.6387787,shuddered
1607281334.8405483,to
1607281335.0416448,think
1607281335.2427816,what
1607281335.4439156,the
1607281335.645383,neighbors
1607281335.846406,would
1607281336.048487,say
1607281336.2485743,if
1607281336.4487054,the
1607281336.649843,Potters
1607281336.850992,arrived
1607281337.0521362,in
1607281337.2532666,the
1607281337.4544065,street.
1607281337.6555848,The
1607281337.8567722,Dursleys
1607281338.0579567,knew
1607281338.259157,that
1607281338.4607158,the
1607281338.6617777,Potters
1607281338.8629134,had
1607281339.0640292,a
1607281339.2651556,small
1607281339.466288,"son,"
1607281339.6674309,"too,"
1607281339.868547,but
1607281340.0701425,they
1607281340.271695,had
1607281340.4727612,never
1607281340.6738944,even
1607281340.8750672,seen
1607281341.0761943,him.
1607281341.2780797,Mr.
1607281341.4790976,and
1607281341.6802244,Mrs.
1607281341.8823156,"Dursley,"
1607281342.0833304,of
1607281342.2843587,number
1607281342.4861555,"four,"
1607281342.687207,Privet
1607281342.888366,"Drive,"
1607281343.0895085,were
1607281343.290627,proud
1607281343.4917362,to
1607281343.6928694,say
1607281343.8939786,that
1607281344.0951583,they
1607281344.295247,were
1607281344.4963553,perfectly
1607281344.6980116,"normal,"
1607281344.8990817,thank
1607281345.1001883,you
1607281345.3013072,very
1607281345.5024114,much.
1607281345.7035575,They
1607281345.904706,were
1607281346.1058924,the
1607281346.307016,last
1607281346.5081787,people
1607281346.709814,you'd
1607281346.9108741,expect
1607281347.1120124,to
1607281347.3130388,be
1607281347.5149057,involved
1607281347.7159727,in
1607281347.9171443,anything
1607281348.118281,strange
1607281348.319437,or
1607281348.5195277,"mysterious,"
1607281348.7206306,because
1607281348.9218512,they
1607281349.1229775,just
1607281349.3241074,didn't
1607281349.5255618,hold
1607281349.7270663,with
1607281349.9286427,such
1607281350.1296868,nonsense.
1607281350.3316655,Mr.
1607281350.5327275,Dursley
1607281350.733868,was
1607281350.9351766,the
1607281351.136236,director
1607281351.337384,of
1607281351.5385768,a
1607281351.739603,firm
1607281351.9407074,called
1607281352.1418629,"Grunnings,"
1607281352.3430042,which
1607281352.544178,made
1607281352.7461138,drills.
1607281352.9475563,He
1607281353.1488714,was
1607281353.349969,a
1607281353.5510836,"big,"
1607281353.7521925,beefy
1607281353.9539979,man
1607281354.1550229,with
1607281354.356151,hardly
1607281354.5572557,any
1607281354.758421,"neck,"
1607281354.9596128,although
1607281355.160728,he
1607281355.36185,did
1607281355.562997,have
1607281355.7648203,a
1607281355.9664543,very
1607281356.1677935,large
1607281356.3688173,mustache.
1607281356.5707483,Mrs.
1607281356.7717757,Dursley
1607281356.972919,was
1607281357.1745188,thin
1607281357.3758454,and
1607281357.5769603,blonde
1607281357.7781034,and
1607281357.979209,had
1607281358.1810555,nearly
1607281358.3820813,twice
1607281358.5832162,the
1607281358.7843513,usual
1607281358.9855509,amount
1607281359.186696,of
1607281359.3878067,"neck,"
1607281359.5889597,which
1607281359.7902555,came
1607281359.9912796,in
1607281360.192389,very
1607281360.3935347,useful
1607281360.5946867,as
1607281360.7958114,she
1607281360.9973056,spent
1607281361.1990705,so
1607281361.400141,much
1607281361.6012866,of
1607281361.8023975,her
1607281362.0035079,time
1607281362.2046344,craning
1607281362.4057813,over
1607281362.6068907,garden
1607281362.8080373,"fences,"
1607281363.0092304,spying
1607281363.2104192,on
1607281363.4123452,the
1607281363.6135309,neighbors.
1607281363.8146532,The
1607281364.0157793,Dursley
1607281364.216898,s
1607281364.4179683,had
1607281364.6191292,a
1607281364.820261,small
1607281365.0213208,son
1607281365.2223969,called
1607281365.4235353,Dudley
1607281365.624671,and
1607281365.8258615,in
1607281366.0261002,their
1607281366.2271748,opinion
1607281366.4282823,there
1607281366.6294086,was
1607281366.8305175,no
1607281367.0319595,finer
1607281367.2330124,boy
1607281367.4341404,anywhere.
1607281367.6353216,The
1607281367.8369348,Dursleys
1607281368.0379655,had
1607281368.239072,everything
1607281368.4401817,they
1607281368.6413498,"wanted,"
1607281368.842481,but
1607281369.042566,they
1607281369.2440684,also
1607281369.4451158,had
1607281369.6471891,a
1607281369.8482206,"secret,"
1607281370.0493696,and
1607281370.250474,their
1607281370.4515808,greatest
1607281370.6528854,fear
1607281370.8539433,was
1607281371.0550566,that
1607281371.2560575,somebody
1607281371.457367,would
1607281371.6593173,discover
1607281371.861119,it.
1607281372.06225,They
1607281372.2634254,didn't
1607281372.4646223,think
1607281372.665743,they
1607281372.8668482,could
1607281373.0679781,bear
1607281373.2691314,it
1607281373.4700115,if
1607281373.6711242,anyone
1607281373.8721373,found
1607281374.0739717,out
1607281374.2758038,about
1607281374.4768727,the
1607281374.6770048,Potters.
1607281374.878188,Mrs.
1607281375.078273,Potter
1607281375.279378,was
1607281375.4805217,Mrs.
1607281375.6816406,Dursley's
1607281375.8826997,"sister,"
1607281376.083781,but
1607281376.2849245,they
1607281376.4860659,hadn't
1607281376.6871939,met
1607281376.8891547,for
1607281377.090182,several
1607281377.292103,years;
1607281377.493126,in
1607281377.6942341,"fact,"
1607281377.8954132,Mrs.
1607281378.0965667,Dursley
1607281378.2977042,pretended
1607281378.4988089,she
1607281378.700908,didn't
1607281378.9019496,have
1607281379.1031306,a
1607281379.3032181,"sister,"
1607281379.5043485,because
1607281379.7061517,her
1607281379.907239,sister
1607281380.1083724,and
1607281380.3094838,her
1607281380.510606,good-for-nothing
1607281380.711702,husband
1607281380.912806,were
1607281381.113942,as
1607281381.3151314,unDursleyish
1607281381.5162363,as
1607281381.717369,it
1607281381.9184735,was
1607281382.1198645,possible
1607281382.3210583,to
1607281382.5219994,be.
1607281382.7231135,The
1607281382.9242582,Dursleys
1607281383.1253605,shuddered
1607281383.3265035,to
1607281383.5276415,think
1607281383.729183,what
1607281383.93023,the
1607281384.1316695,neighbors
1607281384.3326838,would
1607281384.5338166,say
1607281384.734942,if
1607281384.936064,the
1607281385.1371953,Potters
1607281385.3387527,arrived
1607281385.5398114,in
1607281385.7406018,the
1607281385.9417298,street.
1607281386.142839,The
1607281386.3439972,Dursleys
1607281386.54513,knew
1607281386.7462382,that
1607281386.9473686,the
1607281387.1485307,Potters
1607281387.3497782,had
1607281387.5508513,a
1607281387.7519767,small
1607281387.9535964,"son,"
1607281388.1551416,"too,"
1607281388.356283,but
1607281388.558044,they
1607281388.759904,had
1607281388.960924,never
1607281389.1620302,even
1607281389.363186,seen
1607281389.5643263,him.
1607281389.7654238,Mr.
1607281389.9664261,and
1607281390.1675627,Mrs.
1607281390.368625,"Dursley,"
1607281390.5697217,of
1607281390.770827,number
1607281390.9719243,"four,"
1607281391.173741,Privet
1607281391.3747923,"Drive,"
1607281391.575902,were
1607281391.777034,proud
1607281391.9781754,to
1607281392.1789904,say
1607281392.3801336,that
1607281392.5812218,they
1607281392.782622,were
1607281392.9836748,perfectly
1607281393.1848257,"normal,"
1607281393.3859847,thank
1607281393.5871181,you
1607281393.7882419,very
1607281393.989394,much.
1607281394.1904912,They
1607281394.391788,were
1607281394.5928614,the
1607281394.7939973,last
1607281394.9951756,people
1607281395.1962965,you'd
1607281395.397435,expect
1607281395.5994487,to
1607281395.7994962,be
1607281396.0006413,involved
1607281396.2017736,in
1607281396.4028804,anything
1607281396.60406,strange
1607281396.8052561,or
1607281397.0053442,"mysterious,"
1607281397.2073662,because
1607281397.4074965,they
1607281397.608643,just
1607281397.8097484,didn't
1607281398.0109212,hold
1607281398.2120476,with
1607281398.4131732,such
1607281398.6142795,nonsense.
1607281398.815378,Mr.
1607281399.0164871,Dursley
1607281399.2183425,was
1607281399.4194481,the
1607281399.6205888,director
1607281399.8216968,of
1607281400.0230775,a
1607281400.2246494,firm
1607281400.4257777,called
1607281400.6269424,"Grunnings,"
1607281400.8280468,which
1607281401.0291786,made
1607281401.2310205,drills.
1607281401.4320705,He
1607281401.6332228,was
1607281401.834358,a
1607281402.0344424,"big,"
1607281402.2355871,beefy
1607281402.4367685,man
1607281402.6379137,with
1607281402.8395565,hardly
1607281403.040695,any
1607281403.2418125,"neck,"
1607281403.4429393,although
1607281403.6440773,he
1607281403.8452048,did
1607281404.0465133,have
1607281404.2475393,a
1607281404.4486604,very
1607281404.6497664,large
1607281404.850953,mustache.
1607281405.052606,Mrs.
1607281405.253635,Dursley
1607281405.4547594,was
1607281405.6558669,thin
1607281405.8570197,and
1607281406.0581634,blonde
1607281406.2602167,and
1607281406.4612412,had
1607281406.6623495,nearly
1607281406.8635068,twice
1607281407.0646894,the
1607281407.2657614,usual
1607281407.4667766,amount
1607281407.667888,of
1607281407.8690145,"neck,"
1607281408.0701716,which
1607281408.2713077,came
1607281408.4724855,in
1607281408.672831,very
1607281408.873879,useful
1607281409.075283,as
1607281409.2763097,she
1607281409.476399,spent
1607281409.6775794,so
1607281409.8787563,much
1607281410.0798836,of
1607281410.2809896,her
1607281410.4821198,time
1607281410.68324,craning
1607281410.884418,over
1607281411.0855103,garden
1607281411.2866569,"fences,"
1607281411.487787,spying
1607281411.688894,on
1607281411.8904748,the
1607281412.0915198,neighbors.
1607281412.292626,The
1607281412.49475,Dursley
1607281412.6958241,s
1607281412.8959107,had
1607281413.0970743,a
1607281413.29716,small
1607281413.4982638,son
1607281413.699382,called
1607281413.9004874,Dudley
1607281414.1016498,and
1607281414.3028474,in
1607281414.5040274,their
1607281414.705626,opinion
1607281414.9066556,there
1607281415.1077769,was
1607281415.3088949,no
1607281415.5100048,finer
1607281415.7111952,boy
1607281415.9124043,anywhere.
1607281416.1135476,The
1607281416.3146741,Dursleys
1607281416.5158198,had
1607281416.7170393,everything
1607281416.918148,they
1607281417.119285,"wanted,"
1607281417.320891,but
1607281417.5222878,they
1607281417.7240407,also
1607281417.925183,had
1607281418.1263242,a
1607281418.327491,"secret,"
1607281418.5293586,and
1607281418.7304943,their
1607281418.931519,greatest
1607281419.132703,fear
1607281419.3338554,was
1607281419.5350358,that
1607281419.7364466,somebody
1607281419.9380815,would
1607281420.139125,discover
1607281420.340783,it.
1607281420.5418346,They
1607281420.7429428,didn't
1607281420.9447763,think
1607281421.1467965,they
1607281421.347826,could
1607281421.5489793,bear
1607281421.7501156,it
1607281421.9512374,if
1607281422.1523716,anyone
1607281422.3535185,found
1607281422.554639,out
1607281422.7557833,about
1607281422.9568884,the
1607281423.1579945,Potters.
1607281423.3591256,Mrs.
1607281423.5605893,Potter
1607281423.7615948,was
1607281423.9626145,Mrs.
1607281424.1637394,Dursley's
1607281424.3648477,"sister,"
1607281424.5659811,but
1607281424.7679565,they
1607281424.9689817,hadn't
1607281425.1700993,met
1607281425.3712564,for
1607281425.5723855,several
1607281425.7735455,years;
1607281425.974698,in
1607281426.1766686,"fact,"
1607281426.377732,Mrs.
1607281426.579649,Dursley
1607281426.7806668,pretended
1607281426.9817634,she
1607281427.18287,didn't
1607281427.3840091,have
1607281427.585146,a
1607281427.786301,"sister,"
1607281427.9874995,because
1607281428.188678,her
1607281428.3898642,sister
1607281428.5910382,and
1607281428.7921715,her
1607281428.9932923,good-for-nothing
1607281429.1943886,husband
1607281429.3963706,were
1607281429.597471,as
1607281429.7976015,unDursleyish
1607281429.9991226,as
1607281430.2001495,it
1607281430.4012558,was
1607281430.6023984,possible
1607281430.8044105,to
1607281431.0059025,be.
1607281431.2073212,The
1607281431.4083672,Dursleys
1607281431.6095254,shuddered
1607281431.810644,to
1607281432.011769,think
1607281432.2129211,what
1607281432.4140615,the
1607281432.6151924,neighbors
1607281432.8164055,would
1607281433.017478,say
1607281433.2186596,if
1607281433.418746,the
1607281433.619872,Potters
1607281433.82172,arrived
1607281434.022745,in
1607281434.2239091,the
1607281434.4250345,street.
1607281434.6262116,The
1607281434.8279154,Dursleys
1607281435.0298848,knew
1607281435.2311645,that
1607281435.4323008,the
1607281435.634193,Potters
1607281435.8352575,had
1607281436.036404,a
1607281436.236526,small
1607281436.4376714,"son,"
1607281436.6388206,"too,"
1607281436.839993,but
1607281437.0411186,they
1607281437.242363,had
1607281437.4434907,never
1607281437.644634,even
1607281437.8458092,seen
1607281438.046945,him.
1607281438.2480965,Mr.
1607281438.4492514,and
1607281438.650392,Mrs.
1607281438.8515217,"Dursley,"
1607281439.0526254,of
1607281439.2537372,number
1607281439.4549305,"four,"
1607281439.656068,Privet
1607281439.857177,"Drive,"
1607281440.058704,were
1607281440.2601535,proud
1607281440.4612217,to
1607281440.6613514,say
1607281440.862493,that
1607281441.0636492,they
1607281441.2649007,were
1607281441.465948,perfectly
1607281441.6670477,"normal,"
1607281441.868181,thank
1607281442.0693164,you
1607281442.2704692,very
1607281442.472305,much.
1607281442.673354,They
1607281442.8744814,were
1607281443.075666,the
1607281443.276806,last
1607281443.477956,people
1607281443.6799421,you'd
1607281443.8809597,expect
1607281444.0821116,to
1607281444.283798,be
1607281444.484825,involved
1607281444.6859534,in
1607281444.8870802,anything
1607281445.088268,strange
1607281445.2894347,or
1607281445.489522,"mysterious,"
1607281445.6910887,because
1607281445.8922343,they
1607281446.0933447,just
1607281446.2944942,didn't
1607281446.4956393,hold
1607281446.6967459,with
1607281446.898306,such
1607281447.0993733,nonsense.
1607281447.3004832,Mr.
1607281447.5017123,Dursley
1607281447.70273,was
1607281447.9038656,the
1607281448.1050172,director
1607281448.3061688,of
1607281448.50773,a
1607281448.7082946,firm
1607281448.9093428,called
1607281449.1104496,"Grunnings,"
1607281449.3115535,which
1607281449.5127017,made
1607281449.7138596,drills.
1607281449.9149997,He
1607281450.1160505,was
1607281450.3171587,a
1607281450.5183008,"big,"
1607281450.719452,beefy
1607281450.9206345,man
1607281451.1224215,with
1607281451.3234463,hardly
1607281451.5245886,any
1607281451.725828,"neck,"
1607281451.926895,although
1607281452.1280515,he
1607281452.3291798,did
1607281452.5307448,have
1607281452.7317655,a
1607281452.9328845,very
1607281453.1339908,large
1607281453.335135,mustache.
1607281453.5362308,Mrs.
1607281453.7373958,Dursley
1607281453.9385486,was
1607281454.139713,thin
1607281454.340848,and
1607281454.5419548,blonde
1607281454.7431004,and
1607281454.9442098,had
1607281455.145333,nearly
1607281455.3464375,twice
1607281455.547594,the
1607281455.7487733,usual
1607281455.9498813,amount
1607281456.1509628,of
1607281456.3510497,"neck,"
1607281456.5521536,which
1607281456.753301,came
1607281456.954413,in
1607281457.1555393,very
1607281457.3567157,useful
1607281457.5584955,as
1607281457.7595665,she
1607281457.9616835,spent
1607281458.1627219,so
1607281458.3639152,much
1607281458.565099,of
1607281458.766238,her
1607281458.9673746,time
1607281459.1684952,craning
1607281459.3696375,over
1607281459.5707448,garden
1607281459.7718806,"fences,"
1607281459.9730308,spying
1607281460.1746333,on
1607281460.3756602,the
1607281460.576825,neighbors.
1607281460.777841,The
1607281460.9789858,Dursley
1607281461.1802797,s
1607281461.3804836,had
1607281461.5814717,a
1607281461.7825382,small
1607281461.9837286,son
1607281462.1849031,called
1607281462.3849938,Dudley
1607281462.586544,and
1607281462.7875721,in
1607281462.98766,their
1607281463.1887655,opinion
1607281463.389871,there
1607281463.5914226,was
1607281463.7924895,no
1607281463.9936013,finer
1607281464.1947336,boy
1607281464.3963299,anywhere.
1607281464.5973866,The
1607281464.798514,Dursleys
1607281465.0000112,had
1607281465.2010605,everything
1607281465.4021661,they
1607281465.6033385,"wanted,"
1607281465.804474,but
1607281466.005947,they
1607281466.2069743,also
1607281466.4081106,had
1607281466.6092215,a
1607281466.8103487,"secret,"
1607281467.0115323,and
1607281467.2126853,their
1607281467.4137473,greatest
1607281467.614884,fear
1607281467.815994,was
1607281468.0171764,that
1607281468.2183611,somebody
1607281468.4195223,would
1607281468.6209075,discover
1607281468.8219283,it.
1607281469.023049,They
1607281469.224181,didn't
1607281469.4252882,think
1607281469.626458,they
1607281469.8276093,could
1607281470.0287588,bear
1607281470.229905,it
1607281470.431026,if
1607281470.6321356,anyone
1607281470.833269,found
1607281471.0344007,out
1607281471.2355592,about
1607281471.436706,the
1607281471.6378224,Potters.
1607281471.8389578,Mrs.
1607281472.0401106,Potter
1607281472.241311,was
1607281472.4424517,Mrs.
1607281472.6436312,Dursley's
1607281472.8447676,"sister,"
1607281473.0458746,but
1607281473.246998,they
1607281473.4483876,hadn't
1607281473.6494138,met
1607281473.850525,for
1607281474.0506127,several
1607281474.252107,years;
1607281474.4537666,in
1607281474.6554112,"fact,"
1607281474.8565533,Mrs.
1607281475.0576918,Dursley
1607281475.2588336,pretended
1607281475.459856,she
1607281475.6610172,didn't
1607281475.862158,have
1607281476.063265,a
1607281476.2643852,"sister,"
1607281476.4654067,because
1607281476.6665862,her
1607281476.8677225,sister
1607281477.0687697,and
1607281477.270534,her
1607281477.4732652,good-for-nothing
1607281477.6733532,husband
1607281477.8745017,were
1607281478.0756378,as
1607281478.2770915,unDursleyish
1607281478.4781148,as
1607281478.6796043,it
1607281478.8807197,was
1607281479.082331,possible
1607281479.2833562,to
1607281479.4845142,be.
1607281479.6856434,The
1607281479.886788,Dursleys
1607281480.088566,shuddered
1607281480.290572,to
1607281480.4916234,think
1607281480.6927328,what
1607281480.8938391,the
1607281481.0957108,neighbors
1607281481.296774,would
1607281481.4985585,say
1607281481.7005615,if
1607281481.9016037,the
1607281482.1027226,Potters
1607281482.303906,arrived
1607281482.5058246,in
1607281482.7072775,the
1607281482.9083042,street.
1607281483.1094491,The
1607281483.310575,Dursleys
